Año,Entidad,Municipio,Delitos_Totales,Delitos_Automovil,Porcentaje_Delitos_Auto,Nivel_Riesgo
2015,Aguascalientes,Aguascalientes,18800,2241,11.92,ALTO
2015,Aguascalientes,Asientos,247,15,6.07,MEDIO
2015,Aguascalientes,Calvillo,554,33,5.96,MEDIO
2015,Aguascalientes,Cosío,160,11,6.88,MEDIO
2015,Aguascalientes,El Llano,168,3,1.79,BAJO
2015,Aguascalientes,Jesús María,1285,88,6.85,MEDIO
2015,Aguascalientes,Pabellón de Arteaga,747,23,3.08,BAJO
2015,Aguascalientes,Rincón de Romos,595,36,6.05,MEDIO
2015,Aguascalientes,San Francisco de los Romo,432,62,14.35,ALTO
2015,Aguascalientes,San José de Gracia,60,2,3.33,BAJO
2015,Aguascalientes,Tepezalá,164,6,3.66,BAJO
2015,Baja California,Ensenada,16162,1477,9.14,MEDIO
2015,Baja California,Mexicali,43650,5463,12.52,ALTO
2015,Baja California,Playas de Rosarito,3781,507,13.41,ALTO
2015,Baja California,Tecate,4312,464,10.76,ALTO
2015,Baja California,Tijuana,52039,6229,11.97,ALTO
2015,Baja California Sur,Comondú,1682,65,3.86,BAJO
2015,Baja California Sur,La Paz,10263,767,7.47,MEDIO
2015,Baja California Sur,Loreto,323,11,3.41,BAJO
2015,Baja California Sur,Los Cabos,7863,328,4.17,BAJO
2015,Baja California Sur,Mulegé,1284,19,1.48,BAJO
2015,Campeche,Calakmul,52,2,3.85,BAJO
2015,Campeche,Calkiní,32,3,9.38,MEDIO
2015,Campeche,Campeche,663,222,33.48,ALTO
2015,Campeche,Candelaria,140,7,5.00,MEDIO
2015,Campeche,Carmen,770,49,6.36,MEDIO
2015,Campeche,Champotón,52,21,40.38,ALTO
2015,Campeche,Escárcega,75,10,13.33,ALTO
2015,Campeche,Hecelchakán,25,0,0.00,BAJO
2015,Campeche,Hopelchén,22,0,0.00,BAJO
2015,Campeche,Palizada,8,0,0.00,BAJO
2015,Campeche,Tenabo,47,0,0.00,BAJO
2015,Chiapas,Acacoyagua,82,5,6.10,MEDIO
2015,Chiapas,Acala,49,3,6.12,MEDIO
2015,Chiapas,Acapetahua,125,10,8.00,MEDIO
2015,Chiapas,Aldama,6,0,0.00,BAJO
2015,Chiapas,Altamirano,61,4,6.56,MEDIO
2015,Chiapas,Amatenango de la Frontera,28,3,10.71,ALTO
2015,Chiapas,Amatenango del Valle,13,3,23.08,ALTO
2015,Chiapas,Amatán,33,0,0.00,BAJO
2015,Chiapas,Angel Albino Corzo,51,1,1.96,BAJO
2015,Chiapas,Arriaga,302,37,12.25,ALTO
2015,Chiapas,Bejucal de Ocampo,3,0,0.00,BAJO
2015,Chiapas,Bella Vista,12,1,8.33,MEDIO
2015,Chiapas,Benemérito de las Américas,13,1,7.69,MEDIO
2015,Chiapas,Berriozábal,181,15,8.29,MEDIO
2015,Chiapas,Bochil,108,10,9.26,MEDIO
2015,Chiapas,Cacahoatán,115,6,5.22,MEDIO
2015,Chiapas,Catazajá,89,7,7.87,MEDIO
2015,Chiapas,Chalchihuitán,12,0,0.00,BAJO
2015,Chiapas,Chamula,57,1,1.75,BAJO
2015,Chiapas,Chanal,35,0,0.00,BAJO
2015,Chiapas,Chapultenango,10,0,0.00,BAJO
2015,Chiapas,Chenalhó,46,1,2.17,BAJO
2015,Chiapas,Chiapa de Corzo,689,33,4.79,BAJO
2015,Chiapas,Chiapilla,4,0,0.00,BAJO
2015,Chiapas,Chicoasén,39,2,5.13,MEDIO
2015,Chiapas,Chicomuselo,50,5,10.00,ALTO
2015,Chiapas,Chilón,175,6,3.43,BAJO
2015,Chiapas,Cintalapa,362,23,6.35,MEDIO
2015,Chiapas,Coapilla,19,0,0.00,BAJO
2015,Chiapas,Comitán de Domínguez,805,85,10.56,ALTO
2015,Chiapas,Copainalá,66,0,0.00,BAJO
2015,Chiapas,El Bosque,18,1,5.56,MEDIO
2015,Chiapas,El Porvenir,8,1,12.50,ALTO
2015,Chiapas,Escuintla,232,14,6.03,MEDIO
2015,Chiapas,Francisco León,5,1,20.00,ALTO
2015,Chiapas,Frontera Comalapa,170,33,19.41,ALTO
2015,Chiapas,Frontera Hidalgo,43,5,11.63,ALTO
2015,Chiapas,Huehuetán,77,4,5.19,MEDIO
2015,Chiapas,Huitiupán,24,0,0.00,BAJO
2015,Chiapas,Huixtla,421,77,18.29,ALTO
2015,Chiapas,Huixtán,22,3,13.64,ALTO
2015,Chiapas,Ixhuatán,10,0,0.00,BAJO
2015,Chiapas,Ixtacomitán,39,0,0.00,BAJO
2015,Chiapas,Ixtapa,35,1,2.86,BAJO
2015,Chiapas,Ixtapangajoya,15,1,6.67,MEDIO
2015,Chiapas,Jiquipilas,97,3,3.09,BAJO
2015,Chiapas,Jitotol,54,5,9.26,MEDIO
2015,Chiapas,Juárez,92,9,9.78,MEDIO
2015,Chiapas,La Concordia,71,5,7.04,MEDIO
2015,Chiapas,La Grandeza,0,0,0.00,BAJO
2015,Chiapas,La Independencia,16,2,12.50,ALTO
2015,Chiapas,La Libertad,3,0,0.00,BAJO
2015,Chiapas,La Trinitaria,79,5,6.33,MEDIO
2015,Chiapas,Larráinzar,21,2,9.52,MEDIO
2015,Chiapas,Las Margaritas,143,10,6.99,MEDIO
2015,Chiapas,Las Rosas,11,0,0.00,BAJO
2015,Chiapas,Mapastepec,239,36,15.06,ALTO
2015,Chiapas,Maravilla Tenejapa,10,2,20.00,ALTO
2015,Chiapas,Marqués de Comillas,2,0,0.00,BAJO
2015,Chiapas,Mazapa de Madero,6,1,16.67,ALTO
2015,Chiapas,Mazatán,123,13,10.57,ALTO
2015,Chiapas,Metapa,31,2,6.45,MEDIO
2015,Chiapas,Mitontic,11,0,0.00,BAJO
2015,Chiapas,Montecristo de Guerrero,3,0,0.00,BAJO
2015,Chiapas,Motozintla,110,26,23.64,ALTO
2015,Chiapas,Nicolás Ruíz,1,0,0.00,BAJO
2015,Chiapas,Ocosingo,517,54,10.44,ALTO
2015,Chiapas,Ocotepec,3,0,0.00,BAJO
2015,Chiapas,Ocozocoautla de Espinosa,258,11,4.26,BAJO
2015,Chiapas,Ostuacán,50,3,6.00,MEDIO
2015,Chiapas,Osumacinta,3,0,0.00,BAJO
2015,Chiapas,Oxchuc,96,3,3.12,BAJO
2015,Chiapas,Palenque,691,41,5.93,MEDIO
2015,Chiapas,Pantelhó,23,0,0.00,BAJO
2015,Chiapas,Pantepec,14,0,0.00,BAJO
2015,Chiapas,Pichucalco,199,14,7.04,MEDIO
2015,Chiapas,Pijijiapan,173,12,6.94,MEDIO
2015,Chiapas,Pueblo Nuevo Solistahuacán,107,7,6.54,MEDIO
2015,Chiapas,Rayón,25,0,0.00,BAJO
2015,Chiapas,Reforma,518,97,18.73,ALTO
2015,Chiapas,Sabanilla,24,0,0.00,BAJO
2015,Chiapas,Salto de Agua,53,0,0.00,BAJO
2015,Chiapas,San Andrés Duraznal,4,0,0.00,BAJO
2015,Chiapas,San Cristóbal de las Casas,1243,231,18.58,ALTO
2015,Chiapas,San Fernando,64,5,7.81,MEDIO
2015,Chiapas,San Juan Cancuc,18,0,0.00,BAJO
2015,Chiapas,San Lucas,5,0,0.00,BAJO
2015,Chiapas,Santiago el Pinar,14,1,7.14,MEDIO
2015,Chiapas,Siltepec,32,3,9.38,MEDIO
2015,Chiapas,Simojovel,77,0,0.00,BAJO
2015,Chiapas,Sitalá,10,0,0.00,BAJO
2015,Chiapas,Socoltenango,12,0,0.00,BAJO
2015,Chiapas,Solosuchiapa,25,5,20.00,ALTO
2015,Chiapas,Soyaló,23,2,8.70,MEDIO
2015,Chiapas,Suchiapa,67,6,8.96,MEDIO
2015,Chiapas,Suchiate,243,29,11.93,ALTO
2015,Chiapas,Sunuapa,8,1,12.50,ALTO
2015,Chiapas,Tapachula,3729,315,8.45,MEDIO
2015,Chiapas,Tapalapa,6,0,0.00,BAJO
2015,Chiapas,Tapilula,30,2,6.67,MEDIO
2015,Chiapas,Tecpatán,135,4,2.96,BAJO
2015,Chiapas,Tenejapa,57,1,1.75,BAJO
2015,Chiapas,Teopisca,45,0,0.00,BAJO
2015,Chiapas,Tila,66,0,0.00,BAJO
2015,Chiapas,Tonalá,594,55,9.26,MEDIO
2015,Chiapas,Totolapa,2,0,0.00,BAJO
2015,Chiapas,Tumbalá,19,0,0.00,BAJO
2015,Chiapas,Tuxtla Chico,152,13,8.55,MEDIO
2015,Chiapas,Tuxtla Gutiérrez,5331,619,11.61,ALTO
2015,Chiapas,Tuzantán,38,2,5.26,MEDIO
2015,Chiapas,Tzimol,11,0,0.00,BAJO
2015,Chiapas,Unión Juárez,15,1,6.67,MEDIO
2015,Chiapas,Venustiano Carranza,120,7,5.83,MEDIO
2015,Chiapas,Villa Comaltitlán,142,13,9.15,MEDIO
2015,Chiapas,Villa Corzo,147,8,5.44,MEDIO
2015,Chiapas,Villaflores,397,23,5.79,MEDIO
2015,Chiapas,Yajalón,71,5,7.04,MEDIO
2015,Chiapas,Zinacantán,30,1,3.33,BAJO
2015,Chihuahua,Ahumada,94,5,5.32,MEDIO
2015,Chihuahua,Aldama,461,10,2.17,BAJO
2015,Chihuahua,Allende,87,2,2.30,BAJO
2015,Chihuahua,Aquiles Serdán,44,4,9.09,MEDIO
2015,Chihuahua,Ascensión,142,1,0.70,BAJO
2015,Chihuahua,Bachíniva,20,1,5.00,MEDIO
2015,Chihuahua,Balleza,74,5,6.76,MEDIO
2015,Chihuahua,Batopilas de Manuel Gómez Morín,33,0,0.00,BAJO
2015,Chihuahua,Bocoyna,365,10,2.74,BAJO
2015,Chihuahua,Buenaventura,122,3,2.46,BAJO
2015,Chihuahua,Camargo,908,18,1.98,BAJO
2015,Chihuahua,Carichí,67,1,1.49,BAJO
2015,Chihuahua,Casas Grandes,157,0,0.00,BAJO
2015,Chihuahua,Chihuahua,19728,2061,10.45,ALTO
2015,Chihuahua,Chínipas,29,0,0.00,BAJO
2015,Chihuahua,Coronado,10,0,0.00,BAJO
2015,Chihuahua,Coyame del Sotol,8,0,0.00,BAJO
2015,Chihuahua,Cuauhtémoc,2324,95,4.09,BAJO
2015,Chihuahua,Cusihuiriachi,47,2,4.26,BAJO
2015,Chihuahua,Delicias,2696,159,5.90,MEDIO
2015,Chihuahua,Dr. Belisario Domínguez,23,0,0.00,BAJO
2015,Chihuahua,El Tule,9,0,0.00,BAJO
2015,Chihuahua,Galeana,32,2,6.25,MEDIO
2015,Chihuahua,Gran Morelos,34,1,2.94,BAJO
2015,Chihuahua,Guachochi,398,14,3.52,BAJO
2015,Chihuahua,Guadalupe,36,2,5.56,MEDIO
2015,Chihuahua,Guadalupe y Calvo,238,4,1.68,BAJO
2015,Chihuahua,Guazapares,38,1,2.63,BAJO
2015,Chihuahua,Guerrero,351,6,1.71,BAJO
2015,Chihuahua,Gómez Farías,24,0,0.00,BAJO
2015,Chihuahua,Hidalgo del Parral,2387,72,3.02,BAJO
2015,Chihuahua,Huejotitán,9,0,0.00,BAJO
2015,Chihuahua,Ignacio Zaragoza,24,1,4.17,BAJO
2015,Chihuahua,Janos,54,3,5.56,MEDIO
2015,Chihuahua,Jiménez,545,25,4.59,BAJO
2015,Chihuahua,Julimes,37,1,2.70,BAJO
2015,Chihuahua,Juárez,26139,2064,7.90,MEDIO
2015,Chihuahua,La Cruz,18,1,5.56,MEDIO
2015,Chihuahua,López,18,1,5.56,MEDIO
2015,Chihuahua,Madera,178,2,1.12,BAJO
2015,Chihuahua,Maguarichi,7,2,28.57,ALTO
2015,Chihuahua,Manuel Benavides,4,0,0.00,BAJO
2015,Chihuahua,Matachí,6,0,0.00,BAJO
2015,Chihuahua,Matamoros,25,0,0.00,BAJO
2015,Chihuahua,Meoqui,768,21,2.73,BAJO
2015,Chihuahua,Morelos,20,0,0.00,BAJO
2015,Chihuahua,Moris,30,1,3.33,BAJO
2015,Chihuahua,Namiquipa,97,0,0.00,BAJO
2015,Chihuahua,Nonoava,10,0,0.00,BAJO
2015,Chihuahua,Nuevo Casas Grandes,967,20,2.07,BAJO
2015,Chihuahua,Ocampo,56,10,17.86,ALTO
2015,Chihuahua,Ojinaga,132,19,14.39,ALTO
2015,Chihuahua,Praxedis G. Guerrero,35,0,0.00,BAJO
2015,Chihuahua,Riva Palacio,55,1,1.82,BAJO
2015,Chihuahua,Rosales,154,3,1.95,BAJO
2015,Chihuahua,Rosario,11,0,0.00,BAJO
2015,Chihuahua,San Francisco de Borja,5,0,0.00,BAJO
2015,Chihuahua,San Francisco de Conchos,19,1,5.26,MEDIO
2015,Chihuahua,San Francisco del Oro,63,0,0.00,BAJO
2015,Chihuahua,Santa Bárbara,148,1,0.68,BAJO
2015,Chihuahua,Santa Isabel,114,3,2.63,BAJO
2015,Chihuahua,Satevó,70,1,1.43,BAJO
2015,Chihuahua,Saucillo,309,10,3.24,BAJO
2015,Chihuahua,Temósachic,36,3,8.33,MEDIO
2015,Chihuahua,Urique,70,1,1.43,BAJO
2015,Chihuahua,Uruachi,26,0,0.00,BAJO
2015,Chihuahua,Valle de Zaragoza,35,1,2.86,BAJO
2015,Ciudad de México,Azcapotzalco,8879,1026,11.56,ALTO
2015,Ciudad de México,Benito Juárez,12848,1236,9.62,MEDIO
2015,Ciudad de México,Coyoacán,12262,1333,10.87,ALTO
2015,Ciudad de México,Cuajimalpa de Morelos,2560,117,4.57,BAJO
2015,Ciudad de México,Cuauhtémoc,26781,1164,4.35,BAJO
2015,Ciudad de México,Gustavo A. Madero,18213,2101,11.54,ALTO
2015,Ciudad de México,Iztacalco,7342,641,8.73,MEDIO
2015,Ciudad de México,Iztapalapa,26264,2798,10.65,ALTO
2015,Ciudad de México,La Magdalena Contreras,2330,211,9.06,MEDIO
2015,Ciudad de México,Miguel Hidalgo,11168,734,6.57,MEDIO
2015,Ciudad de México,Milpa Alta,1163,99,8.51,MEDIO
2015,Ciudad de México,No Especificado,547,3,0.55,BAJO
2015,Ciudad de México,Tlalpan,9887,998,10.09,ALTO
2015,Ciudad de México,Tláhuac,3589,411,11.45,ALTO
2015,Ciudad de México,Venustiano Carranza,9156,823,8.99,MEDIO
2015,Ciudad de México,Xochimilco,6021,606,10.06,ALTO
2015,Ciudad de México,Álvaro Obregón,10691,871,8.15,MEDIO
2015,Coahuila de Zaragoza,Abasolo,7,0,0.00,BAJO
2015,Coahuila de Zaragoza,Acuña,3456,68,1.97,BAJO
2015,Coahuila de Zaragoza,Allende,504,6,1.19,BAJO
2015,Coahuila de Zaragoza,Arteaga,325,15,4.62,BAJO
2015,Coahuila de Zaragoza,Candela,7,0,0.00,BAJO
2015,Coahuila de Zaragoza,Castaños,505,11,2.18,BAJO
2015,Coahuila de Zaragoza,Cuatro Ciénegas,126,2,1.59,BAJO
2015,Coahuila de Zaragoza,Escobedo,12,1,8.33,MEDIO
2015,Coahuila de Zaragoza,Francisco I. Madero,494,5,1.01,BAJO
2015,Coahuila de Zaragoza,Frontera,1603,60,3.74,BAJO
2015,Coahuila de Zaragoza,General Cepeda,186,2,1.08,BAJO
2015,Coahuila de Zaragoza,Guerrero,13,0,0.00,BAJO
2015,Coahuila de Zaragoza,Hidalgo,12,0,0.00,BAJO
2015,Coahuila de Zaragoza,Jiménez,91,1,1.10,BAJO
2015,Coahuila de Zaragoza,Juárez,18,0,0.00,BAJO
2015,Coahuila de Zaragoza,Lamadrid,5,0,0.00,BAJO
2015,Coahuila de Zaragoza,Matamoros,897,20,2.23,BAJO
2015,Coahuila de Zaragoza,Monclova,5268,281,5.33,MEDIO
2015,Coahuila de Zaragoza,Morelos,108,8,7.41,MEDIO
2015,Coahuila de Zaragoza,Múzquiz,1557,14,0.90,BAJO
2015,Coahuila de Zaragoza,Nadadores,53,3,5.66,MEDIO
2015,Coahuila de Zaragoza,Nava,510,4,0.78,BAJO
2015,Coahuila de Zaragoza,Ocampo,52,0,0.00,BAJO
2015,Coahuila de Zaragoza,Parras,642,13,2.02,BAJO
2015,Coahuila de Zaragoza,Piedras Negras,4753,63,1.33,BAJO
2015,Coahuila de Zaragoza,Progreso,20,0,0.00,BAJO
2015,Coahuila de Zaragoza,Ramos Arizpe,1324,57,4.31,BAJO
2015,Coahuila de Zaragoza,Sabinas,1623,17,1.05,BAJO
2015,Coahuila de Zaragoza,Sacramento,12,0,0.00,BAJO
2015,Coahuila de Zaragoza,Saltillo,11043,580,5.25,MEDIO
2015,Coahuila de Zaragoza,San Buenaventura,462,7,1.52,BAJO
2015,Coahuila de Zaragoza,San Juan de Sabinas,782,5,0.64,BAJO
2015,Coahuila de Zaragoza,San Pedro,1355,27,1.99,BAJO
2015,Coahuila de Zaragoza,Sierra Mojada,49,2,4.08,BAJO
2015,Coahuila de Zaragoza,Torreón,8289,641,7.73,MEDIO
2015,Coahuila de Zaragoza,Viesca,61,2,3.28,BAJO
2015,Coahuila de Zaragoza,Villa Unión,113,0,0.00,BAJO
2015,Coahuila de Zaragoza,Zaragoza,232,4,1.72,BAJO
2015,Colima,Armería,206,17,8.25,MEDIO
2015,Colima,Colima,1636,349,21.33,ALTO
2015,Colima,Comala,100,6,6.00,MEDIO
2015,Colima,Coquimatlán,106,11,10.38,ALTO
2015,Colima,Cuauhtémoc,238,14,5.88,MEDIO
2015,Colima,Ixtlahuacán,44,0,0.00,BAJO
2015,Colima,Manzanillo,2057,202,9.82,MEDIO
2015,Colima,Minatitlán,36,3,8.33,MEDIO
2015,Colima,Tecomán,1289,143,11.09,ALTO
2015,Colima,Villa de Álvarez,850,183,21.53,ALTO
2015,Durango,Canatlán,279,4,1.43,BAJO
2015,Durango,Canelas,13,0,0.00,BAJO
2015,Durango,Coneto de Comonfort,2,0,0.00,BAJO
2015,Durango,Cuencamé,214,6,2.80,BAJO
2015,Durango,Durango,17120,904,5.28,MEDIO
2015,Durango,El Oro,66,1,1.52,BAJO
2015,Durango,General Simón Bolívar,5,0,0.00,BAJO
2015,Durango,Guadalupe Victoria,537,8,1.49,BAJO
2015,Durango,Guanaceví,68,0,0.00,BAJO
2015,Durango,Gómez Palacio,6642,546,8.22,MEDIO
2015,Durango,Hidalgo,3,0,0.00,BAJO
2015,Durango,Indé,5,0,0.00,BAJO
2015,Durango,Lerdo,1572,88,5.60,MEDIO
2015,Durango,Mapimí,33,0,0.00,BAJO
2015,Durango,Mezquital,176,0,0.00,BAJO
2015,Durango,Nazas,79,1,1.27,BAJO
2015,Durango,Nombre de Dios,195,3,1.54,BAJO
2015,Durango,Nuevo Ideal,189,1,0.53,BAJO
2015,Durango,Ocampo,18,0,0.00,BAJO
2015,Durango,Otáez,8,0,0.00,BAJO
2015,Durango,Peñón Blanco,9,1,11.11,ALTO
2015,Durango,Poanas,171,6,3.51,BAJO
2015,Durango,Pueblo Nuevo,324,18,5.56,MEDIO
2015,Durango,Pánuco de Coronado,132,3,2.27,BAJO
2015,Durango,Rodeo,106,1,0.94,BAJO
2015,Durango,San Bernardo,1,0,0.00,BAJO
2015,Durango,San Dimas,93,0,0.00,BAJO
2015,Durango,San Juan de Guadalupe,0,0,0.00,BAJO
2015,Durango,San Juan del Río,91,1,1.10,BAJO
2015,Durango,San Luis del Cordero,0,0,0.00,BAJO
2015,Durango,San Pedro del Gallo,0,0,0.00,BAJO
2015,Durango,Santa Clara,9,1,11.11,ALTO
2015,Durango,Santiago Papasquiaro,510,13,2.55,BAJO
2015,Durango,Súchil,34,0,0.00,BAJO
2015,Durango,Tamazula,54,5,9.26,MEDIO
2015,Durango,Tepehuanes,95,1,1.05,BAJO
2015,Durango,Tlahualilo,10,1,10.00,ALTO
2015,Durango,Topia,7,0,0.00,BAJO
2015,Durango,Vicente Guerrero,218,9,4.13,BAJO
2015,Guanajuato,Abasolo,1373,76,5.54,MEDIO
2015,Guanajuato,Acámbaro,849,23,2.71,BAJO
2015,Guanajuato,Apaseo el Alto,722,72,9.97,MEDIO
2015,Guanajuato,Apaseo el Grande,1198,113,9.43,MEDIO
2015,Guanajuato,Atarjea,22,1,4.55,BAJO
2015,Guanajuato,Celaya,10927,843,7.71,MEDIO
2015,Guanajuato,Comonfort,933,34,3.64,BAJO
2015,Guanajuato,Coroneo,93,2,2.15,BAJO
2015,Guanajuato,Cortazar,1340,97,7.24,MEDIO
2015,Guanajuato,Cuerámaro,375,35,9.33,MEDIO
2015,Guanajuato,Doctor Mora,213,19,8.92,MEDIO
2015,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,2055,108,5.26,MEDIO
2015,Guanajuato,Guanajuato,5109,134,2.62,BAJO
2015,Guanajuato,Huanímaro,176,15,8.52,MEDIO
2015,Guanajuato,Irapuato,12899,847,6.57,MEDIO
2015,Guanajuato,Jaral del Progreso,331,10,3.02,BAJO
2015,Guanajuato,Jerécuaro,212,8,3.77,BAJO
2015,Guanajuato,León,26962,1267,4.70,BAJO
2015,Guanajuato,Manuel Doblado,347,27,7.78,MEDIO
2015,Guanajuato,Moroleón,814,21,2.58,BAJO
2015,Guanajuato,Ocampo,227,1,0.44,BAJO
2015,Guanajuato,Pueblo Nuevo,159,11,6.92,MEDIO
2015,Guanajuato,Purísima del Rincón,1101,22,2.00,BAJO
2015,Guanajuato,Pénjamo,1850,92,4.97,BAJO
2015,Guanajuato,Romita,548,55,10.04,ALTO
2015,Guanajuato,Salamanca,5623,498,8.86,MEDIO
2015,Guanajuato,Salvatierra,1450,84,5.79,MEDIO
2015,Guanajuato,San Diego de la Unión,286,19,6.64,MEDIO
2015,Guanajuato,San Felipe,1106,31,2.80,BAJO
2015,Guanajuato,San Francisco del Rincón,1934,56,2.90,BAJO
2015,Guanajuato,San José Iturbide,870,45,5.17,MEDIO
2015,Guanajuato,San Luis de la Paz,1308,100,7.65,MEDIO
2015,Guanajuato,San Miguel de Allende,3246,120,3.70,BAJO
2015,Guanajuato,Santa Catarina,62,4,6.45,MEDIO
2015,Guanajuato,Santa Cruz de Juventino Rosas,792,58,7.32,MEDIO
2015,Guanajuato,Santiago Maravatío,79,2,2.53,BAJO
2015,Guanajuato,Silao de la Victoria,3925,234,5.96,MEDIO
2015,Guanajuato,Tarandacuao,98,4,4.08,BAJO
2015,Guanajuato,Tarimoro,364,28,7.69,MEDIO
2015,Guanajuato,Tierra Blanca,89,3,3.37,BAJO
2015,Guanajuato,Uriangato,718,25,3.48,BAJO
2015,Guanajuato,Valle de Santiago,1365,89,6.52,MEDIO
2015,Guanajuato,Victoria,122,7,5.74,MEDIO
2015,Guanajuato,Villagrán,846,78,9.22,MEDIO
2015,Guanajuato,Xichú,38,1,2.63,BAJO
2015,Guanajuato,Yuriria,626,38,6.07,MEDIO
2015,Guerrero,Acapulco de Juárez,16516,2257,13.67,ALTO
2015,Guerrero,Acatepec,31,2,6.45,MEDIO
2015,Guerrero,Ahuacuotzingo,9,0,0.00,BAJO
2015,Guerrero,Ajuchitlán del Progreso,94,7,7.45,MEDIO
2015,Guerrero,Alcozauca de Guerrero,37,2,5.41,MEDIO
2015,Guerrero,Alpoyeca,23,5,21.74,ALTO
2015,Guerrero,Apaxtla,12,0,0.00,BAJO
2015,Guerrero,Arcelia,309,30,9.71,MEDIO
2015,Guerrero,Atenango del Río,17,0,0.00,BAJO
2015,Guerrero,Atlamajalcingo del Monte,9,0,0.00,BAJO
2015,Guerrero,Atlixtac,16,2,12.50,ALTO
2015,Guerrero,Atoyac de Álvarez,453,20,4.42,BAJO
2015,Guerrero,Ayutla de los Libres,194,6,3.09,BAJO
2015,Guerrero,Azoyú,61,0,0.00,BAJO
2015,Guerrero,Benito Juárez,93,2,2.15,BAJO
2015,Guerrero,Buenavista de Cuéllar,33,2,6.06,MEDIO
2015,Guerrero,Chilapa de Álvarez,736,62,8.42,MEDIO
2015,Guerrero,Chilpancingo de los Bravo,6615,853,12.89,ALTO
2015,Guerrero,Coahuayutla de José María Izazaga,33,3,9.09,MEDIO
2015,Guerrero,Cochoapa el Grande,30,1,3.33,BAJO
2015,Guerrero,Cocula,27,1,3.70,BAJO
2015,Guerrero,Copala,57,1,1.75,BAJO
2015,Guerrero,Copalillo,7,1,14.29,ALTO
2015,Guerrero,Copanatoyac,29,3,10.34,ALTO
2015,Guerrero,Coyuca de Benítez,603,27,4.48,BAJO
2015,Guerrero,Coyuca de Catalán,356,42,11.80,ALTO
2015,Guerrero,Cuajinicuilapa,62,5,8.06,MEDIO
2015,Guerrero,Cualác,21,2,9.52,MEDIO
2015,Guerrero,Cuautepec,35,0,0.00,BAJO
2015,Guerrero,Cuetzala del Progreso,7,0,0.00,BAJO
2015,Guerrero,Cutzamala de Pinzón,42,6,14.29,ALTO
2015,Guerrero,Eduardo Neri,214,37,17.29,ALTO
2015,Guerrero,Florencio Villarreal,121,3,2.48,BAJO
2015,Guerrero,General Canuto A. Neri,8,1,12.50,ALTO
2015,Guerrero,General Heliodoro Castillo,55,3,5.45,MEDIO
2015,Guerrero,Huamuxtitlán,50,4,8.00,MEDIO
2015,Guerrero,Huitzuco de los Figueroa,105,9,8.57,MEDIO
2015,Guerrero,Iguala de la Independencia,2343,240,10.24,ALTO
2015,Guerrero,Igualapa,41,0,0.00,BAJO
2015,Guerrero,Iliatenco,12,1,8.33,MEDIO
2015,Guerrero,Ixcateopan de Cuauhtémoc,15,1,6.67,MEDIO
2015,Guerrero,José Joaquín de Herrera,2,0,0.00,BAJO
2015,Guerrero,Juan R. Escudero,119,8,6.72,MEDIO
2015,Guerrero,Juchitán,27,3,11.11,ALTO
2015,Guerrero,La Unión de Isidoro Montes de Oca,220,53,24.09,ALTO
2015,Guerrero,Leonardo Bravo,33,0,0.00,BAJO
2015,Guerrero,Malinaltepec,34,0,0.00,BAJO
2015,Guerrero,Marquelia,68,4,5.88,MEDIO
2015,Guerrero,Metlatónoc,33,0,0.00,BAJO
2015,Guerrero,Mochitlán,6,0,0.00,BAJO
2015,Guerrero,Mártir de Cuilapan,53,0,0.00,BAJO
2015,Guerrero,Olinalá,93,5,5.38,MEDIO
2015,Guerrero,Ometepec,629,56,8.90,MEDIO
2015,Guerrero,Pedro Ascencio Alquisiras,15,1,6.67,MEDIO
2015,Guerrero,Petatlán,124,14,11.29,ALTO
2015,Guerrero,Pilcaya,28,3,10.71,ALTO
2015,Guerrero,Pungarabato,334,80,23.95,ALTO
2015,Guerrero,Quechultenango,11,0,0.00,BAJO
2015,Guerrero,San Luis Acatlán,203,11,5.42,MEDIO
2015,Guerrero,San Marcos,160,3,1.88,BAJO
2015,Guerrero,San Miguel Totolapan,56,5,8.93,MEDIO
2015,Guerrero,Taxco de Alarcón,729,46,6.31,MEDIO
2015,Guerrero,Tecoanapa,85,3,3.53,BAJO
2015,Guerrero,Teloloapan,262,19,7.25,MEDIO
2015,Guerrero,Tepecoacuilco de Trujano,74,11,14.86,ALTO
2015,Guerrero,Tetipac,27,0,0.00,BAJO
2015,Guerrero,Tixtla de Guerrero,368,50,13.59,ALTO
2015,Guerrero,Tlacoachistlahuaca,27,2,7.41,MEDIO
2015,Guerrero,Tlacoapa,10,0,0.00,BAJO
2015,Guerrero,Tlalchapa,33,1,3.03,BAJO
2015,Guerrero,Tlalixtaquilla de Maldonado,8,0,0.00,BAJO
2015,Guerrero,Tlapa de Comonfort,768,152,19.79,ALTO
2015,Guerrero,Tlapehuala,67,13,19.40,ALTO
2015,Guerrero,Técpan de Galeana,543,21,3.87,BAJO
2015,Guerrero,Xalpatláhuac,30,4,13.33,ALTO
2015,Guerrero,Xochihuehuetlán,20,0,0.00,BAJO
2015,Guerrero,Xochistlahuaca,34,0,0.00,BAJO
2015,Guerrero,Zapotitlán Tablas,8,1,12.50,ALTO
2015,Guerrero,Zihuatanejo de Azueta,1849,142,7.68,MEDIO
2015,Guerrero,Zirándaro,42,1,2.38,BAJO
2015,Guerrero,Zitlala,20,1,5.00,MEDIO
